Class,Data
-1,Mình là fan tiểu thuyết nhật nhưng khi đọc cuốn sách này phải nói là rất khó đọc. Hoặc vì dịch giả hoặc vì lựa những mẫu truyện chưa thật xuất sắc. Nói chung là rất rất khó đọc.
-1,Đựng nước cho vào bình để ngăn đá mà bình nứt toác hết.. cả 2 bình đều bị Chất lượng sản phẩm rất kém
-1,mui  không  dug hag chanel mua lan 1 so toi gia
1,"nhật lúc nào cũng độc , cấu hình rất tốt và không phải lúc nào máy cũng hướng đến cái đẹp"
1,Chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt Thời gian giao hàng rất nhanh Hàng rất đẹp
1,Ước j biết đến sản phẩm sớm hơn. Dùng srm rất thích. Thích luôn cái mùi. Sẽ ủng hộ cửa hàng dài dài.
-1,sữa rửa mặt có bề ngoài khác hoàn toàn .Mình không rõ nó là hàng thật hay giả
1,Chất lượng sản phẩm tuyệt vờisẽ tiếp tục ủng hộ
1,Giá tiền đúng sản phẩm giao hàng hơi chậm
-1,Đó là điều nhân dân mong mỏi !
1,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.moi dung duoc vai hom cam thay rat tốt
1,Giá rẻ Chất lượng sản phẩm tuyệt vời. cửa hàng phục vụ rất tốt Rất đáng tiền. Chỉ không ưng màu cho lắm vì hết màu mình thích.
-1,Nói chung là hàng dùng tạm thời thôi. Kéo thì kém chất lượng.
1,Giòn dai ngon.
1,Hang hop voi tui tien giao hang nhanh
-1,"Đầu tiên phải cảm ơn TIKI về khoản giao hàng rất nhanh!Mấy lần trước tiki giao có bọc mút và bị rất cẩn thận, sao lần này chỉ có mỗi hộp thôi, mở ra thì có vài quyển của mình bị móp các góc. Sách bìa đẹp, nhưng chất lượng giấy tệ quá, giấy mỏng và sần sần. Mình chưa đọc nội dung sẽ nhận xét sau!"
1,Trà thơm dễ uống. Táo tàu trong trà ăn cực ngon
1,Đẹp Rất đáng tiền đẹp
-1,Không ưng ý
1,Thời gian giao hàng rất nhanh. Sản phẩm đúng hãng. Chưa dùng nên chưa đánh giá đc là có tốt như quảng cáo là giảm mụn sau 1 tuần  không 
1,Kiểu mẫu nhìn thì đẹp. Nhưng giày rất cứng mang bị đau chân. Đã chọn size nhỏ hơn 1 số nhưng vẫn bị rộng.
-1,Chất lượng sản phẩm rất kém moi nau la bi no không len nua. cửa hàng phuc vu kem
1,Bình thường mình mang size 38 lúc mua đã giảm 1size là 37 mà vẫn rộng hic. Giày đẹp nhưng cửa hàng đóng 2 đôi cùg 1 hộp và không độn trong giày nên giày bị ngấn và biến dạng phải độn 2 3 ngày mới đỡ hơn. Tuy vất vả chút nhưng đã ổn nên vẫn tặng 5 sao.
1,Giao màu  không  đúng gì cả ạ 😭
1,Sp y hình nho nhỏ xinh xinhmua được lúc cửa hàng dear nên giá vô cùng iu luôn. Bạn nào cổ tay nhỏkhó chọn đồng hồ thj nên mua sp này nhé...
1,Chất lượng sản phẩm tuyệt vời.hàng mới.dung mẩu
-1,noi la 5 mau khac nhau nhung thuc te chi 2 mau đen va xanh không dung voi nhung ji quang cao
-1,mua giày 1 kiểu gửi 1 kiểu.hk đúng
1,Duoc.dong hag dep.
1,Chất lượng sản phẩm tuyệt rất đẹp nhé :) giao hàng cũng nhanh nữa :) nói chung là hài lòng lắm nhé cửa hàng :)
1,"quá là chán luôn, chưa chịu bán để em mua nũa. quá thất vọng luôn phải đợi mấy tháng nữa mới mua được :)"
1,Đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời
-1,mình vẫn đang chờ tiki tới đổi trả hàng để được nhận quà tặng kèm nên chưa muốn đọc chứ bình thường và chỉ đặc biệt với bộ này là ngay khi nhận hàng xong đã muốn đọc ngay vì độ hấp dẫn của nó nhưng vì lần này cần đổi trả hàng nên mình chưa đụng tới cuốn đang chờ được đổi. Chờ cả tuần rồi chưa thấy gì
-1,Nhận hàng thất vọng
-1,lỗi điều khiển. không dùng được khiển
-1,Giao thieu kep đuoi muỗi tinh dầu.k cần giải quyết.xóA SHOPEE vì có không can lam an giả dối
-1,như này có được gọi là sp tốt  không  ạ.số nhọ mua 3 đôi cả 3 đều lỗi
-1,Giao hàng chậm chễ
1,Tuy cửa hàng hết hàng nên  không  giao món này cho mình được nhưng cửa hàng đã chuyển khoảng số tiền món hàng đó cho mình ^^. Cảm ơn cửa hàng đánh giá 5* cho trách nhiệm
1,cửa hàng oi.chưa gì đã bị nước vào.shop cho xin địa chỉ đến bảo hành.
1,Chất lượng sản phẩm tuyệt vời đóng gói tốt nhưng có bị đổ ra 1 chút
-1,HÀNG DẸP NHƯNG SIZE KHÔNG ĐÚNG
1,Đóng gói sản phẩm rất đẹp và chắc chắn Mình  không  thấy tác dụng lắm sau 2 tuần sử dụng
-1,đặt sz nhỏ mà gửi sz gì mà lớn quá .. đi  không  nổi Rất không đáng tiền
1,"Ban đầu xem đánh giá thấy nhiều bạn bị giao nhầm hàng và cửa hàng không phản hồi hoàn hàng nên cũng thấy lo lắng, tuy nhiên sau khi nhận hàng thì cảm thấy hoàn toàn hài lòng. cửa hàng giao đúng sản phẩm, kem nền mỏng mịn, tự nhiên, che phủ nhẹ, phù hợp với da ít khuyết điểm."
1,Tới giờ vẫn chưa nhận được hàng
1,Check code hàng thật.
-1,Quần Tây quá tệ hại. Mua chung đơn hàng 1 quần tây và 2 áo sơmi. Quần tây mới nhận đứt toác đường chỉ chỗ chưa đứt thì may rất dối. Khiếu nại trả hàng thì quá ư phiền phức và tốn nhiều thời gian.
1,Hình thức tầm 85% Chất lượng ngon( chạy 2 máy con với 3 cam vẫn chạy tốt) cửa hàng phục vụ tốtgiá thành rất tốt so với thị trường.
-1,dat 2 xl mà gởi về 1 xl là sao
1,Giao hàng o ðúng Theo mô tã hãy hoàn tiên ląi Cho tôi
1,Mua lần thứ 3 của cửa hàng
1,Cháo nhiều ếch dai ngon !!!
1,Màu này nâu ghê luôn
-1,Hix sac hk day. Iphone 4 có thể đổi.hk cửa hàng Chất lượng sản phẩm kém Chất lượng sản phẩm kém
-1,Mua 1 size 3 giao cho mấy size
-1,mình dùng được một tháng rồi nhưng quá thất vọng không kết nối wifi phải RESET theo hướng dẫn của bộ phận chăm sóc khách hàng của Tiki mới kết nối lại được cứ thế RESET cả chục lần trong ngày. cuối cùng mình bỏ vào sọt rác ! Quá thất vọng với sản phẩm !
1,Màu cam cháy nhé😍. Siêu đẹp luôn chất giống ink nhưng lì hơn Ink nhiều. Đánh đậm ra màu cam cháy phai 1 ít thì là base cam cuối ngày tẩy trang hơi khó vì bám khá tốt lấy giấy lau thật kĩ mới thấy có 1 lớp base hồng cánh sen mình chả hiểu sao son lại có 2 lớp base nữa😂 đc cái base hồng  không  lộ ra.
1,San pham rat tuyet voi
1,cửa hàng phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.ok cứ thế phát huy chúc cửa hàng làm ăn phát đạt hjhj
-1,Khi nhận lõi sứ đã trầy xước thế này ??? Hơi thất vọng .Vỏ nồi không cách nhiệt như thông tin sp cửa hàng đã đăng .shop nên trung thực về sp. nồi dù nấu ở chế độ nào cũng cực kì nóng dù là lõi sứ hay vỏ nên rất nguy hiểm cho trẻ nhỏ các mẹ nên tham khảo thêm.Tuy nhiên với giá tiề đó thì nồi này là hợp lí
-1,Thua xa lọ vaseline rẻ rề ngoài tiệm thuốc không hề có chút mùi trà nào mà còn hôi mùi sáp. Cạnh!
-1,Sóng wifi kích cũng không đc tốt lên là mấy dùng như không dùng
1,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh sẽ tiếp tục ủng hộ cửa hàng dài dài
-1,yêu cầu bồi thườnghoặc đổi bộ mớibị thiếu rất nhiều lá
1,cửa hàng phục vụ rất tốt Rất đáng tiền Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời
-1,Đỏ giao nhầm sz 13 cửa hàng để ý
1,tốt tốt nhất trong tầm giá rùi
1,Giao hàng nhanh đóng gói okie. Đôi giày có hơi nhăn 1 xíu nhưng cũng chấp nhận ạ
-1,Sách không được bảo quản tốt. Các trang dính chặt nhau gỡ ra là rách.
1,Chất lượng xấu  không  đáng tiền
1,cửa hàng phục vụ tốt. Chủ động liên hệ khách để báo đổi màu chứ không giao sai. Giao hàng nhanh
-1,giao hàng lâu không có tặng bánh tráng như hình khô gà không có lá chanh như đã đặt lúc trước rất tốt làm riết tệ lần cuối đặt hàng của cửa hàng
1,Chất lượng sản phẩm tuyệt vời dùng sạch da mng nên dùng
1,Chất lượng sản phẩm tuyệt vời giá cả hợp lý Thời gian giao hàng rất nhanh
-1,Giao nhầm hàng cho mình đặt xl bé trai mà giao bé gái 3xl
-1,Đây là hàng Trung Quốc không phải xuất dư Châu Âu. Nhãn mác là Trung Quốc. Tuy chất lượng cũng khá nhưng mà nên nói đúng xuất xứ hàng hoá
-1,Giày không trăngs như hình
1,Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Ngon lắm mọi ng mua nha. Mình mua về bán khách khen quá trời
-1,Chất son khá mềm môi. Màu khá đẹp nhưng phần vỏ không được chắc chắc Khi son thì thỏi son nghiêng hẳn về 1 bên tì vào thành thân son. Sau 2 ngày thì em nó gãy như này. Mua chưa đầy 1 tháng.
1,Xài mê lắm.Độ pH thấp nên  không  làm da bị khô sau khi rửa mặt
-1,#470629855: mình mua cách đây 6 ngày lúc đầu có 2 vạch rồi để trong ba lo không xài ( vì ở nhà và trên công ty đều có cục sạc rồi) ngày hôm nay mới đem ra sạc đầy và thử cắm cho điện thoại thì tín hiệu không vào có lúc đèn sáng 4 đèn không tắt. thử cắm cổng kia cũng tương tự dường như không ổn! đợi rất lâu dienk lên phần trăm nào :(Đã mail cho tiki hỗ trợ :(
-1,Giày thì méo mó. Dây thì  không  có. Nhắn tin không trả lời gọi điện tắt luôn máy. Làm ăn tích đức đi
1,Chất lượng sản phẩm tuyệt vời. Hôm nay đặt hôm sau có luôn. cửa hàng nhiệt tình nha mn. Sp đẹp
1,Ga ngon lam....hop khau vi cua mk
-1,Vừa dùng hôm trc hôm sau vỏ son đã bị trầy bong hết phần trắng. Màu hơi đậm.  không  hiểu hàng có phải chính hãng k. Bôi 2 hôm thấy nhanh trôi màu  không  ưng nên cho ng khac rồi.
-1,Tôi không biếtnói như thế nào?đúng là nhìn như vậy không phải như vậy!tạm biệt shopee
1,Áo đẹp lông mượt .
1,Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt
1,Nhieu sach hay dong goi san pham can than
-1,Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Rất không đáng tiền về mặt không được cái nào
1,Lần nào mua hàng cửa hàng cũng đều rất ưng ý. Sản phẩm chính hãngđóng gói sp đẹp chắc chắn cửa hàng tư vấn nhiệt tình dễ thương. 😘😘
1,Thẻ to bé rất thích chơi
1,Chất lượng sản phẩm tuyệt vời. Rất ngon.
1,Phục vụ tận tình giáo hàng nhanh đóng gói kĩ.
1,Khô heo ngon. Lại còn đc free ship. Cho 5*
1,Bút spen nhạy tới mức có thể nhận lệnh từ cách màn hình từ vài mm. Còn bút apple thì phải sạc mới xài được. To lớn. Nặng nề. Phải mua riêng giá bằng 1 cái điện thoại giá tốt
1,Chất lượng sản phẩm tuyệt vời giày đúng hình
1,Đóng gói sản phẩm chắc chắn. Dòng sạc ra khá ổn định.
-1,Bôi mụn lên nhiều hơnlừa đảo
1,Toàn mua sách học tiếng Trung từ cửa hàng thôi ^^
-1,hàng lỗi chất da bị lổ nhiều
-1,Chất lượng sản phẩm rất kémkính mỏng dínhdặt 7 lại gửi 7plus tẩy chay cửa hàng này
1,Không có ví nam trong hộp lại kèm hai dây sạc hai tai nghe và hai cục pin??!
-1,Mình thấy giống như sp bị mở ra r.  không  có miếng giấy bạc đậy miệng chai lại...
-1,không đat 10 cai moi màu mot cai nhung hok đua không dung nhu zay ... không dung nhu mong doi ... rat tiec ..... hok đat yeu cau ... mau hok giong nhu hình da dang
1,Dùng giống mặt nạ sủi cug không thấy bị khô da. Sau khi rưa da ẩm mịn và có cảm giác sạch sâu. Nhưng lần đầu dùng thì thấy da mặt hơi rát. Lần sau thì không thấy nữa. Nchung chất lượng ổn.
-1,màu không giống hình vậy cửa hàng
-1,"Sau khi cho kết nối Smart Tivi Android box smart phone iPad ...chất lượng sóng wifi yếu..thỉnh thoảng châp chờn.. (Thiết bị cách khoảng 3m cũng không nhận full sóng)Hiện nay Tôi đang sử dụng thiết bị cũ DLink DIR-605L 2angten phát sóng còn mạnh, ổn định hơn sản phẩm vừa mua TP-Link Archer C50 4angten. Thiết bị phát wifi của nhà mạng Viettel và Dlink DIR-605L dù để xa thiết bị nhưng chất lượng sóng wifi vẫn tốt, không chập chờn. Tôi không hài lòng chất lượng sản phẩm này."
1,Vì lời nhắn nhủ quá dễ thương của cửa hàng nên quyết định viết đôi dòng! Chưa dùng thử máy nữa nhưng thích cách làm việc của shop! Giao hàng siêu nhanh gói hàng cẩn thận rep ib nhanh! Cảm ơn cửa hàng vì món quà kèm theo nhé ^^
1,Địu chắc chắn lắm. Rất đáng tiền
-1,Như shit ngta vậy á.. Hg làm được trò chống gì hit
1,cửa hàng phục vụ rất tốt. Chủ cửa hàng rất nhiệt tình
1,Sản phẩm đẹp chất lượng. Sẽ quay lại ủng hộ cửa hàng
1,Giao hàng nhanh chất lượng sản phẩm tốt lần sau sẽ mua tiếp❤️❤️
1,Đã test mấy hôm nay tốc độ ổn định mặc dù mình đang ở vùng núi bao bì đẹp 5 sao
-1,bếp bị móp méo và vỡ nhựa tay cầm. vận chuyển không có tâm #
1,Hàng VN chất lượng cao.
1,cửa hàng phục vụ rất tốt Hộp đựng sản phẩm bị bể có thể rút cục pin đc nên  không  chắc sp còn zin  không  cũg chưa ưng lắm Pin sạc đc 2 lần đầy cũg tốt
1,Quá đẹp. Con quái vật công nghệ đã tỉnh giấc thật rồi.
1,Thời gian giao hàng rất nhanh cửa hàng phục vụ rất tốt. Mỗi tội hộp bị bẹp a
-1,Nhân viên giao hàng cách đây 3 ngày cách chỗ tôi có 2km mà không mang hàng qua cho tôi..Phải đến tận thứ 2 mới mang qua.Quá kém.. Thời gian giao hàng chậm
1,Hài lòng Good product quality Fast delivery Excellent service by seller
-1,Khoảng 3 4 ngày đầu dùng bình thường tốc độ phản hồi như phím có dây. Sau đó những lần trễ lag càng ngày càng tăng dù lần nào dùng xong cũng nâng niu tắt phím on off :)) Mình quay lại video trong 5p mà lag lên lag xuống gõ xong chờ 1 lúc chữ mới chạy còn chạy lung tung và không xóa được. Gọi tiki thì phản hồi vừa sang ngày thứ 8 không được trả lại. Mình đồng ý bảo hành vì ban đầu cũng không để ý ngày và vụ trả hàng 7 ngày này. Ngày hôm sau là 14/9 1 cậu kỹ thuật gọi lại hẹn sẽ cho người qua nhận lại. Đến giờ đã qua nửa tháng vẫn chưa thấy tăm hơi và mình phải dùng lại bàn phím dây cũ vì cái bàn phím này cứ đang dùng thì nó đơ luôn. Bỏ hơn 300k ra dùng được mấy bữa
